Symbol,Description,"Relative volume, 1 day","Price change %, 1 day","Performance %, 1 week","Performance %, 1 month","Performance %, 3 months","Performance %, 6 months","Performance %, 1 year","Performance %, All Time",Industry,Price,Price - Currency,"High, 52 weeks","High, 52 weeks - Currency","Simple moving average, 50, 1 day","Simple moving average, 200, 1 day","Exponential moving average, 20, 1 day"
TEJASNET,Tejas Networks Ltd.,3.9823743809778755,8.229799982377289,14.1542750929368,14.494780014914245,1.0281296265833197,25.081466395112013,-0.16256197675363734,138.96887159533074,Telecommunications equipment,614.15,INR,644.75,INR,538.344,469.41124999999977,540.1391931648192
SKIPPER,Skipper Ltd,9.884742694234035,8.081916255256912,5.941392597903033,7.668488160291442,2.7910616468133327,69.85632183908046,7.472727272727276,245.80128009655056,Metal fabrication,591.1,INR,609,INR,543.0110000000001,458.6009999999996,548.120074443709
OMAXE,Omaxe Limited,0.4319823678006222,7.141173697855282,21.594151212553495,54.101694915254235,78.6013619696176,70.90225563909775,50.94631986718318,-58.2075904030829,Real estate development,136.38,INR,138.89,INR,95.86800000000012,80.74435000000014,112.57028493250759
WOCKPHARMA,Wockhardt Limited,4.86659643734617,7.07987285963293,5.698092201811645,2.7903543307086527,0.8254489283645448,60.0413761397594,39.246666666666655,699.9778701003809,Pharmaceuticals: major,2088.7,INR,2422.3,INR,1909.1560000000006,1576.6045,1925.0624299316655
IONEXCHANG,Ion Exchange (India) Ltd.,6.279825932350938,7.064364207221351,8.541114058355435,-3.932386430332199,15.904262852287205,16.94769934266934,-3.010191988622894,116.73728813559319,Industrial machinery,409.2,INR,486,INR,402.97900000000067,377.25724999999943,382.47669354477756
EXICOM,Exicom Tele-Systems Ltd.,4.359951736018837,7.054716186119303,13.896894012167781,7.138554216867467,22.697481890307007,99.94378864530636,19.442578912021485,-30.265326610782733,Electrical products,177.85,INR,182.9,INR,162.00839999999988,125.82009999999991,161.90396356802748
GMMPFAUDLR,GMM Pfaudler Limited,6.78930588119601,6.930600838379142,11.446601941747582,33.99871592832547,45.48795944233208,29.874978785993108,-2.4641006032798027,374.9931034417242,Industrial machinery,1147.9,INR,1307.5,INR,900.4489999999989,936.4435000000002,1022.6964475759329
SHANTIGEAR,Shanthi Gears Limited,0.8841021771608542,6.683253260123549,14.703440642007205,51.646341463414636,40.82672706681767,40.57200994799909,5.77577407281389,23362.264150943396,Auto parts: OEM,621.75,INR,637.45,INR,447.5109999999997,452.99574999999976,502.1606982251119
RATNAVEER,Ratnaveer Precision Engineering Limited,0.6806043165496074,6.518699755330296,2.4714189643577753,46.36163541982691,78.62630559531753,119.17550061487009,107.81702020079328,148.35146010111174,Steel,304.75,INR,314.9,INR,214.73541176699985,170.71029760504993,265.1920134943241
AFFLE,Affle 3i Limited,11.069808285851792,6.404686677198522,-2.0481124644004094,-4.008313539192399,9.002022926500338,19.838386833716356,-16.889460154241647,772.8401727861772,Packaged software,1616.5,INR,2185.9,INR,1579.0099999999998,1550.5494999999996,1622.612784766595
FCL,Fineotex Chemical Limited,1.233829340066468,6.403635612476764,5.878725590955805,33.61867704280156,24.72154963680388,129.85274431057564,111.2797374897457,2046.697228589289,Industrial specialties,51.51,INR,52.21,INR,41.96100000000001,30.4207,46.98626783838722
WELENT,Welspun Enterprises Ltd.,2.4362434032220754,6.387708401438381,20.177252584933534,41.49565217391305,49.36662382963098,79.06899966985803,64.36363636363637,793.5749293715016,Engineering & construction,813.6,INR,825,INR,619.8970000000005,529.37675,670.8867920687558
KSHINTL,KSH International Ltd.,2.514337499072907,6.365503080082126,12.387643351585906,19.538461538461533,32.215132178669094,201.32963988919667,194,194,Electrical products,1087.8,INR,1098,INR,914.143,,974.0455300959368
PINELABS,Pine Labs Limited,2.5847482025085733,6.306709265175722,-2.422287390029323,9.670402109426512,16.01813110181311,-5.701978121634644,-31.25206611570248,-31.25206611570248,Packaged software,166.37,INR,284,INR,155.64500000000007,186.5041,161.00496369611545
WELSPLSOL,Welspun Specialty Solutions Limited,2.170086254369661,6.301320956801132,10.175763182238668,17.75756377298793,27.216406750694286,62.927496580027366,62.927496580027366,62.927496580027366,Steel,59.55,INR,63.25,INR,51.8134,,52.53061006753548
KERNEX,Kernex Microsystems India Ltd.,3.3884156255093156,6.2821712681329025,0.6648199445983379,-25.146247013265224,-3.8675202370244914,76.06589147286822,55.83190394511149,471.05771391485666,Computer communications,1817,INR,2580,INR,2113.244,1488.5192499999996,1897.8100541003505
SPLPETRO,Supreme Petrochem Limited,8.936960463221157,6.234499862220997,11.286714296023659,6.941747572815528,9.539707344793293,12.800819252432156,-0.7721510842288142,3047.1428571428573,Industrial specialties,771.05,INR,979,INR,717.9550000000007,680.6554999999986,717.7923290743933
INDORAMA,Indo Rama Synthetics (India) Limited,2.0890893284745906,5.938725134311005,12.436430883032815,13.16891577477896,62.133333333333326,111.60092807424594,32.79941754641426,134.5980707395498,Textiles,72.96,INR,75,INR,55.356199999999966,44.91389999999999,62.91741597633026
SBC,SBC Exports Ltd.,1.983038066778719,5.8034682080924815,9.867947178871548,9.73621103117505,20.898282694848074,40.626920712968655,126.42256308758037,2469.061940212505,Wholesale distributors,45.76,INR,46.89,INR,41.49499999999999,34.1723,41.625849124767186
IGL,Indraprastha Gas Limited,4.202478200613274,5.768973363672872,7.182095625635813,1.3206821387357368,-2.53469010175764,-0.6037735849056654,-27.875136911281494,1617.826086956522,Gas distributors,158.04,INR,223.5,INR,152.3624000000001,167.4504,150.82407423676472
IFCI,IFCI Limited,4.092153160373969,5.7032634761755805,20.303785451524863,32.60954872465663,23.63414634146341,87.74074074074075,87.39371534195932,503.45241687216765,Finance/Rental/Leasing,101.38,INR,107.5,INR,78.15980000000005,63.983750000000015,86.25268809976774
DEEPINDS,Deep Industries Limited,3.032617729499323,5.585017117540447,18.08558558558559,20.371929287518178,48.17710786622705,123.61387546204153,37.75617446137679,4532.989554256567,Oilfield services/Equipment,786.45,INR,793.7,INR,577.0420000000001,469.76874999999995,675.8711594631988
PAISALO,Paisalo Digital Ltd.,3.305209714931952,5.4354012521343105,9.211495946941785,3.4338358458961387,33.875338753387524,118.90694239290987,117.94117647058822,3020.821268754935,Finance/Rental/Leasing,74.1,INR,77.39,INR,69.94540000000003,47.903700000000015,69.16431720426786
VIKRAN,Vikran Engineering Limited,1.5772350311951446,5.357142857142863,2.1001344086021505,-16.283234605317535,-15.244072524407251,-4.898278560250384,-36.82952182952183,-38.61616161616161,Engineering & construction,60.77,INR,118.4,INR,68.72079999999997,76.7877,62.01545267576032
SANATHAN,Sanathan Textiles Limited,6.423186469899565,5.345803025054838,-2.281246653100575,-5.303580695381424,12.530833744449929,9.021388457402319,-12.764126589540119,8.0274686242008,Textiles,456.2,INR,551.95,INR,460.48599999999993,436.4730000000001,454.9779315070688
INDOMIM,INDO-MIM Limited,2.329062848464123,5.323070251517782,10.184870137234883,26.16883116883117,38.785714285714285,38.785714285714285,38.785714285714285,38.785714285714285,Industrial machinery,971.5,INR,989.9,INR,,,876.1127307743863
SKYGOLD,Sky Gold and Diamonds Limited,1.136875427341844,5.316711590296502,-8.064705882352936,14.155284493462872,35.46849267573893,136.73129354740988,164.0925988509632,3026.4252850570115,Other consumer specialties,781.45,INR,868.8,INR,693.7309999999999,462.6767500000001,772.7273993549256
MAHSEAMLES,Maharashtra Seamless Limited,2.815789812959194,5.2945677123182895,7.013996889580096,18.23024054982818,12.251223491027735,25.56569343065694,3.264050423951377,18249.33328440178,Steel,688.1,INR,695.8,INR,605.2489999999999,586.4102500000018,637.4227286924229
PFOCUS,Prime Focus Limited,1.9296868501474864,5.2631578947368505,3.4018187942068114,0.9868421052631579,35.242290748898675,10.830324909747292,114.68531468531468,853.4161490683229,Movies/Entertainment,307,INR,367,INR,277.1753999999998,258.4810999999999,289.86442816121536
TATVA,Tatva Chintan Pharma Chem Limited,2.0366102306416045,5.155995489287054,5.632473253618628,-4.954699886749717,39.991659716430355,49.09397761591758,57.605633802816904,-20.519927053534722,Chemicals: specialty,1678.5,INR,1838.1,INR,1568.481999999999,1339.4815000000003,1636.0363429888241
ABFRL,Aditya Birla Fashion and Retail Ltd,2.1789542881244817,5.078357468756204,-1.9074074074074094,-13.29186446226879,-13.869918699186993,-17.5948973242066,-35.8328285887341,-27.51290709391129,Apparel/Footwear retail,52.97,INR,94.95,INR,57.41319999999996,64.82174999999995,54.17699592556471
LCL,Lohia Corp Limited,2.520023994435965,5.068208510253854,2.0264935520659626,11.999229583975337,26.13882863340564,26.13882863340564,26.13882863340564,26.13882863340564,Industrial machinery,581.5,INR,604.7,INR,,,549.335070521801
THOMASCOOK,Thomas Cook (India) Limited,0.5567673053716392,5.023045809425269,1.500000000000005,5.320252806339024,19.57802291956731,19.347942276857307,-37.59083286752376,769.9706214310638,Other consumer services,111.65,INR,181.41,INR,105.09860000000022,112.94845000000012,107.29249698093027
MAITHANALL,Maithan Alloys Ltd.,5.27404093908693,5.012036591237357,9.000499750124934,12.776628748707338,5.245126423470364,12.799958626396359,0.5115207373271847,1404.2068965517242,Other metals/Minerals,1090.55,INR,1210.1,INR,993.4909999999999,990.5249999999999,1001.6492557670114
MTARTECH,MTAR Technologies Ltd.,2.8720943896426556,5,1.1297839288236124,8.041641520820761,-8.133418858242463,98.91666666666667,391.52309698675265,582,Aerospace & defense,7161,INR,8714,INR,6685.520000000002,4901.293499999999,6908.136435163833
INDIAGLYCO,India Glycols Limited,0.011583066492318826,4.99999999999999,5.507835760648859,6.776646117922913,27.88504283924718,47.49004355447989,47.291896885485265,3902.5988486976316,Chemicals: specialty,260.4,INR,260.4,INR,231.5532458839998,208.57544154105,238.6114896656172
QPOWER,Quality Power Electrical Equipments Ltd.,0.7313007796576274,4.999648901060323,7.575539568345321,31.304882332279593,47.1751968503937,85.98258706467662,68.96045197740112,247.74418604651163,Electrical products,1495.3,INR,1502.7,INR,1225.4559999999992,995.0805000000004,1350.877709882526
HFCL,HFCL Limited,0.27840135597069426,4.999546320660562,-6.071428571428575,12.458697764820206,18.081632653061224,233.58316517728454,220.33217993079586,379.6683937823834,Electrical products,231.44,INR,256.7,INR,217.42680000000016,127.11704999999998,228.73194238040554
STLTECH,Sterlite Technologies Limited,0.20149657967014706,4.998247458815279,6.985714285714283,21.063692208212085,16.108527131782942,327.8206226792344,578.1057587830496,590.2737871615694,Information technology services,748.9,INR,757.7,INR,604.8560000000001,331.96304999999995,672.3258609550993
UEL,Ujaas Energy Limited,0.8758916764448423,4.997827031725337,27.607880420429925,9.818181818181817,72.69478198713365,39.090385722510085,102.51467092198203,-87.98357690772575,Alternative power generation,241.6,INR,284.2,INR,171.16520000000014,149.07156649585,203.20940968202567
SPECTRUM,Spectrum Electrical Industries Limited,2.2718136863933642,4.996231768408932,11.202929852568312,-7.197993809020016,40.14201183431953,64.24410540915396,59.85421166306697,3720,Electronic equipment/Instruments,2368.4,INR,2637.2,INR,2174.6139999999987,1538.5975000000005,2218.167845695129
BLISSGVS,Bliss GVS Pharma Limited,1.0389030650356461,4.950340189254708,18.34215167548501,33.66533864541832,47.44012304987913,210.64814814814815,319.5060956548922,1499.52320382543,Pharmaceuticals: major,671,INR,671.3,INR,522.427,312.2255,579.4898156901935
SMSPHARMA,SMS Pharmaceuticals Limited,2.9758010743895227,4.904450086863564,8.082059754922215,6.948228882833788,10.985437579527789,1.6707680352285943,67.03549238233042,1056.6191325189895,Pharmaceuticals: major,392.5,INR,447.8,INR,380.6810000000002,363.97475,369.03997111460353
CARBORUNIV,Carborundum Universal Limited,1.596173674985645,4.879406307977728,2.7724752295245887,4.250806823420923,8.701086433996732,40.142547257514714,18.810424548129454,17989.6,Industrial specialties,1130.6,INR,1306.9,INR,1105.0340000000008,947.8797499999991,1108.7284079675924
KRN,Krn Heat Exchanger and Refrigeration Limited,1.936863467568378,4.834318347831858,2.3800259403372275,29.539673422499384,23.52895148669797,66.30148530496156,77.38202247191012,228.89583333333334,Industrial machinery,1578.7,INR,1668,INR,1329.45,1029.8310000000001,1475.153166614503
PWL,PhysicsWallah Ltd.,5.740349765978872,4.825870646766176,1.3955726660250198,-0.46453035194079473,18.748825850084547,53.27352085354025,-12.813793103448274,-12.813793103448274,Miscellaneous commercial services,126.42,INR,161.99,INR,128.18419999999998,,121.87127767251285
ANGELONE,Angel One Limited,4.659939566057185,4.825174825174829,1.3180128421764226,-0.7284768211920493,-11.222978975421967,32.36203090507727,30.404523705959114,990.1818181818181,Investment banks/Brokers,299.8,INR,360.45,INR,309.1830000000001,284.7943,292.96066891472805
BLUESTONE,Bluestone Jewellery and Lifestyle Limited,1.8511898742798607,4.702447509007333,4.819651741293533,-2.2331786542923435,57.8183520599251,85.54601497137826,50.49107142857143,65.24509803921569,Specialty stores,842.75,INR,926,INR,738.9159999999997,554.4279999999999,810.5812913762035
PVP,PVP Ventures Limited,1.1534031763461916,4.6841294298921285,4.523076923076919,144.3884892086331,110.4708798017348,151.90952910641454,209.23987255348203,-32.26321036889332,Information technology services,67.94,INR,71.9,INR,36.954399999999985,32.40260000000002,52.588137435262276
SPMLINFRA,SPML Infra Limited,2.2961519875371303,4.673706075817895,1.0640668523676862,-7.188171492888576,-10.148588410104017,2.491525423728812,-37.02135045998959,342.4634146341463,Engineering & construction,181.41,INR,302,INR,192.50979999999973,188.7808999999999,185.0637234432111
LOTUSDEV,Sri Lotus Developers and Realty Limited,1.9318262176311105,4.663128249566732,5.572248019666751,-1.277139208173691,39.02877697841727,54.52582760275068,2.9075030619308846,8.567415730337078,Real estate development,193.25,INR,207.5,INR,168.76859999999996,150.55244999999996,179.31307629011357
SHANTIGOLD,Shanti Gold International Limited,0.9038411815071757,4.607223015711064,6.719400499583675,16.054197006669376,15.008147967686753,24.19766099841572,7.759735280647673,12.708490426333698,Other consumer specialties,256.34,INR,280.75,INR,229.24027197879968,210.98328140794993,245.10593226640617
